order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel
ORD-20260714-0459,2026-07-14,17:11:20,CUST0229,Rekha Das,West,Pune,Vikram Singh,Personal Care,Head & Shoulders 340ml,PC-002,13,290,0,No,Credit,Distributor
ORD-20260714-0107,2026-07-14,16:00:22,CUST0060,Sunil Rao,East,Bhubaneswar,Sneha Iyer,Beverages,Red Bull 250ml,BEV-003,51,125,0,No,Credit,Distributor
ORD-20260714-0440,2026-07-14,14:10:38,CUST0195,Shweta Patel,West,Mumbai,Nikhil Joshi,Dairy,Nestle Munch Milkshake,DAI-004,27,30,5,No,Cash,In-Store
ORD-20260714-0023,2026-07-14,12:33:30,CUST0058,Rahul Verma,Central,Nagpur,Pooja Verma,Household,Vim Dishwash Gel 500ml,HH-002,19,90,15,No,Cash,In-Store
ORD-20260714-0282,2026-07-14,15:03:48,CUST0175,Ramesh Das,North,Jaipur,Rohan Das,Beverages,Maaza Mango 600ml,BEV-002,23,40,15,No,UPI,In-Store
ORD-20260714-0142,2026-07-14,15:40:03,CUST0044,Priya Joshi,Central,Raipur,Divya Nair,Dairy,Britannia Cheese Slice,DAI-005,19,115,0,No,Credit,Distributor
ORD-20260714-0294,2026-07-14,18:03:14,CUST0067,Shweta Patel,West,Mumbai,Rohan Das,Beverages,Nescafe Classic 50g,BEV-005,12,210,0,No,Card,In-Store
ORD-20260714-0119,2026-07-14,17:45:44,CUST0080,Rekha Das,West,Mumbai,Anjali Rao,Beverages,Nescafe Classic 50g,BEV-005,48,210,10,No,Cash,In-Store
ORD-20260714-0092,2026-07-14,20:13:16,CUST0294,Neha Iyer,South,Bangalore,Priya Sharma,Beverages,Nescafe Classic 50g,BEV-005,7,210,5,No,UPI,Online
ORD-20260714-0155,2026-07-14,12:24:34,CUST0022,Priya Reddy,North,Lucknow,Sneha Iyer,Household,Ariel Detergent 1kg,HH-001,9,220,0,No,Card,Online
ORD-20260714-0093,2026-07-14,11:22:27,CUST0161,Manoj Mehta,West,Pune,Nikhil Joshi,Beverages,Red Bull 250ml,BEV-003,48,125,0,No,UPI,Distributor
ORD-20260714-0012,2026-07-14,14:28:00,CUST0144,Deepa Singh,North,Delhi,Arjun Mehta,Beverages,Glucon-D 500g,BEV-006,17,165,0,No,Credit,Distributor
ORD-20260714-0192,2026-07-14,18:34:17,CUST0160,Rahul Nair,North,Chandigarh,Divya Nair,Snacks,Kurkure Masala 90g,SNK-002,101,30,0,No,UPI,Distributor
ORD-20260714-0163,2026-07-14,16:40:30,CUST0117,Usha Das,South,Bangalore,Priya Sharma,Beverages,Bisleri Water 1L,BEV-004,45,20,0,No,Cash,In-Store
ORD-20260714-0406,2026-07-14,20:09:12,CUST0188,Geeta Verma,Central,Raipur,Nikhil Joshi,Personal Care,Colgate Toothpaste 200g,PC-003,16,110,10,No,UPI,In-Store
ORD-20260714-0254,2026-07-14,19:05:36,CUST0148,Ajay Joshi,East,Kolkata,Divya Nair,Personal Care,Colgate Toothpaste 200g,PC-003,7,110,0,No,Card,Online
ORD-20260714-0478,2026-07-14,17:23:44,CUST0264,Meena Rao,West,Surat,Divya Nair,Dairy,Nestle Munch Milkshake,DAI-004,33,30,0,No,UPI,In-Store
ORD-20260714-0352,2026-07-14,14:41:14,CUST0113,Pooja Reddy,North,Chandigarh,Nikhil Joshi,Beverages,Maaza Mango 600ml,BEV-002,24,40,5,No,Card,Online
ORD-20260714-0446,2026-07-14,13:43:27,CUST0203,Suresh Rao,West,Mumbai,Rohan Das,Dairy,Mother Dairy Curd 400g,DAI-003,15,50,0,No,Card,Online
ORD-20260714-0466,2026-07-14,11:00:14,CUST0250,Kavya Das,East,Guwahati,Nikhil Joshi,Household,Good Knight Refill,HH-005,2,75,5,No,Cash,In-Store
ORD-20260714-0088,2026-07-14,15:06:55,CUST0045,Priya Das,East,Patna,Divya Nair,Personal Care,Dove Soap 100g,PC-001,24,55,5,No,Credit,Distributor
ORD-20260714-0008,2026-07-14,13:39:16,CUST0146,Shweta Joshi,East,Kolkata,Karan Patel,Dairy,Amul Butter 500g,DAI-002,15,260,0,No,Credit,In-Store
