order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel
ORD-20260627-0090,2026-06-27,18:26:43,CUST0076,Sunil Iyer,South,Hyderabad,Arjun Mehta,Beverages,Bisleri Water 1L,BEV-004,31,20,5,No,Cash,In-Store
ORD-20260627-0266,2026-06-27,09:09:25,CUST0117,Usha Das,Central,Nagpur,Priya Sharma,Dairy,Amul Ice Cream 750ml,DAI-006,17,195,5,No,UPI,In-Store
ORD-20260627-0363,2026-06-27,09:27:39,CUST0243,Raj Pillai,East,Bhubaneswar,Arjun Mehta,Beverages,Maaza Mango 600ml,BEV-002,37,40,10,No,UPI,Online
ORD-20260627-0257,2026-06-27,19:30:40,CUST0056,Neha Joshi,Central,Raipur,Anjali Rao,Beverages,Glucon-D 500g,BEV-006,28,165,5,No,Card,Online
ORD-20260627-0187,2026-06-27,15:15:51,CUST0139,Usha Das,West,Pune,Priya Sharma,Personal Care,Nivea Lotion 200ml,PC-004,6,220,0,No,UPI,In-Store
ORD-20260627-0110,2026-06-27,15:14:03,CUST0018,Arun Patel,South,Bangalore,Arjun Mehta,Household,Good Knight Refill,HH-005,15,75,5,No,Card,In-Store
ORD-20260627-0316,2026-06-27,09:17:12,CUST0130,Raj Mishra,North,Jaipur,Vikram Singh,Dairy,Amul Butter 500g,DAI-002,19,260,5,No,Cash,Distributor
ORD-20260627-0026,2026-06-27,17:08:44,CUST0264,Meena Rao,North,Delhi,Sneha Iyer,Personal Care,Dettol Hand Wash 250ml,PC-005,16,95,0,No,Cash,In-Store
ORD-20260627-0247,2026-06-27,17:47:23,CUST0003,Meena Joshi,West,Surat,Pooja Verma,Beverages,Maaza Mango 600ml,BEV-002,18,40,15,No,Card,In-Store
ORD-20260627-0115,2026-06-27,13:53:54,CUST0078,Vikram Gupta,South,Chennai,Rohan Das,Beverages,Red Bull 250ml,BEV-003,21,125,5,No,Credit,Distributor
ORD-20260627-0243,2026-06-27,14:53:18,CUST0188,Geeta Verma,South,Bangalore,Nikhil Joshi,Household,Lizol Floor Cleaner 1L,HH-003,16,175,0,No,UPI,Online
ORD-20260627-0259,2026-06-27,20:51:31,CUST0106,Raj Kumar,North,Delhi,Divya Nair,Personal Care,Nivea Lotion 200ml,PC-004,20,220,5,No,UPI,In-Store
ORD-20260627-0131,2026-06-27,13:58:06,CUST0197,Rekha Kumar,South,Chennai,Vikram Singh,Dairy,Nestle Munch Milkshake,DAI-004,9,30,0,No,UPI,In-Store
ORD-20260627-0281,2026-06-27,12:41:03,CUST0088,Vikram Shah,East,Kolkata,Rohan Das,Beverages,Maaza Mango 600ml,BEV-002,38,40,15,No,Credit,Distributor
ORD-20260627-0154,2026-06-27,16:20:31,CUST0232,Manoj Iyer,West,Pune,Divya Nair,Personal Care,Nivea Lotion 200ml,PC-004,25,220,0,No,UPI,In-Store
ORD-20260627-0327,2026-06-27,10:45:43,CUST0265,Ramesh Reddy,South,Chennai,Pooja Verma,Dairy,Amul Full Cream Milk 1L,DAI-001,17,68,0,No,UPI,Online
ORD-20260627-0158,2026-06-27,15:59:23,CUST0199,Deepa Pillai,West,Mumbai,Pooja Verma,Household,Good Knight Refill,HH-005,7,75,15,No,Card,In-Store
ORD-20260627-0120,2026-06-27,11:52:26,CUST0027,Ajay Nair,West,Pune,Rohan Das,Dairy,Amul Full Cream Milk 1L,DAI-001,28,68,0,No,Cash,In-Store
ORD-20260627-0278,2026-06-27,19:49:04,CUST0263,Sunita Pillai,North,Lucknow,Divya Nair,Household,Vim Dishwash Gel 500ml,HH-002,29,90,10,No,Cash,Distributor
ORD-20260627-0302,2026-06-27,19:33:26,CUST0209,Meena Joshi,Central,Indore,Nikhil Joshi,Personal Care,Dove Soap 100g,PC-001,4,55,15,No,Cash,In-Store
ORD-20260627-0028,2026-06-27,16:29:19,CUST0106,Raj Kumar,South,Hyderabad,Arjun Mehta,Dairy,Amul Butter 500g,DAI-002,42,260,15,No,Cash,In-Store
ORD-20260627-0242,2026-06-27,13:03:53,CUST0135,Pooja Shah,South,Chennai,Arjun Mehta,Dairy,Mother Dairy Curd 400g,DAI-003,12,50,0,No,Credit,Distributor
ORD-20260627-0135,2026-06-27,19:48:57,CUST0194,Shweta Joshi,South,Kochi,Nikhil Joshi,Personal Care,Dettol Hand Wash 250ml,PC-005,6,95,5,No,Card,Online
ORD-20260627-0291,2026-06-27,15:00:18,CUST0104,Rahul Joshi,West,Surat,Anjali Rao,Snacks,Good Day Biscuits 200g,SNK-004,64,45,5,No,UPI,Distributor
