order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel
ORD-20260625-0230,2026-06-25,16:22:53,CUST0183,Deepa Reddy,West,Ahmedabad,Anjali Rao,Beverages,Maaza Mango 600ml,BEV-002,56,40,0,No,Credit,Distributor
ORD-20260625-0083,2026-06-25,16:20:21,CUST0167,Rekha Sharma,East,Patna,Nikhil Joshi,Personal Care,Colgate Toothpaste 200g,PC-003,9,110,0,No,Cash,In-Store
ORD-20260625-0200,2026-06-25,19:35:15,CUST0202,,West,Mumbai,Nikhil Joshi,Dairy,Nestle Munch Milkshake,DAI-004,34,30,5,No,Credit,Distributor
ORD-20260625-0076,2026-06-25,15:32:11,CUST0147,Sanjay Patel,West,Mumbai,Sneha Iyer,Dairy,Amul Butter 500g,DAI-002,50,260,0,No,Credit,Distributor
ORD-20260625-0122,2026-06-25,14:50:49,CUST0165,Deepa Reddy,East,Kolkata,Vikram Singh,Beverages,Red Bull 250ml,BEV-003,51,125,10,No,UPI,Distributor
ORD-20260625-0555,2026-06-25,13:31:28,CUST0078,Vikram Gupta,Central,Nagpur,Anjali Rao,Beverages,Maaza Mango 600ml,BEV-002,9,40,10,No,Card,Online
ORD-20260625-0054,2026-06-25,15:31:31,CUST0111,Shweta Pillai,East,Patna,Pooja Verma,Personal Care,Dove Soap 100g,PC-001,15,55,15,No,UPI,Distributor
ORD-20260625-0545,2026-06-25,11:04:56,CUST0001,Sunil Patel,North,Jaipur,Vikram Singh,Snacks,Good Day Biscuits 200g,SNK-004,36,45,5,No,Card,Online
ORD-20260625-0153,2026-06-25,11:55:31,CUST0287,,West,Ahmedabad,Arjun Mehta,Personal Care,Dove Soap 100g,PC-001,22,55,15,No,UPI,Distributor
ORD-20260625-0331,2026-06-25,20:24:10,CUST0269,Shweta Das,South,Bangalore,Divya Nair,Personal Care,Dove Soap 100g,PC-001,10,55,0,No,Card,In-Store
ORD-20260625-0189,2026-06-25,10:38:47,CUST0202,Pooja Joshi,South,Chennai,Sneha Iyer,Household,Lizol Floor Cleaner 1L,HH-003,21,175,0,No,UPI,Distributor
ORD-20260625-0096,2026-06-25,20:52:49,CUST0016,Arun Mehta,South,Hyderabad,Nikhil Joshi,Dairy,Amul Ice Cream 750ml,DAI-006,7,195,5,No,Card,In-Store
ORD-20260625-0304,2026-06-25,13:32:32,CUST0218,Ajay Mehta,East,Guwahati,Priya Sharma,Beverages,Maaza Mango 600ml,BEV-002,12,40,10,Yes,Cash,In-Store
ORD-20260625-0405,2026-06-25,18:36:15,CUST0027,Ajay Nair,Central,Indore,Priya Sharma,Beverages,Glucon-D 500g,BEV-006,4,165,5,No,Card,Online
ORD-20260625-0292,2026-06-25,16:05:27,CUST0272,Deepa Shah,East,Guwahati,Priya Sharma,Household,Lizol Floor Cleaner 1L,HH-003,26,175,0,No,Cash,In-Store
ORD-20260625-0397,2026-06-25,20:20:13,CUST0128,Deepa Pillai,West,Mumbai,Arjun Mehta,Snacks,Hide & Seek Cookies 150g,SNK-003,-34,55,0,No,Card,Online
ORD-20260625-0515,2026-06-25,11:41:38,CUST0192,Neha Verma,South,Bangalore,Anjali Rao,Household,Lizol Floor Cleaner 1L,HH-003,24,175,0,No,Credit,Distributor
ORD-20260625-0267,2026-06-25,19:48:47,CUST0281,Geeta Singh,West,Ahmedabad,Anjali Rao,Personal Care,Head & Shoulders 340ml,PC-002,22,290,0,No,Card,Distributor
ORD-20260625-0061,2026-06-25,12:37:33,CUST0231,Usha Iyer,South,Hyderabad,Rohan Das,Personal Care,Dettol Hand Wash 250ml,PC-005,7,95,5,No,UPI,Online
ORD-20260625-0027,2026-06-25,15:50:33,CUST0142,Manoj Rao,South,Kochi,Anjali Rao,Beverages,Nescafe Classic 50g,BEV-005,19,210,0,No,UPI,In-Store
ORD-20260625-0536,2026-06-25,19:09:17,CUST0050,Sanjay Reddy,Central,Bhopal,Anjali Rao,Personal Care,Dettol Hand Wash 250ml,PC-005,9,95,0,No,Cash,Distributor
