order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel
ORD-20260622-0021,2026-06-22,13:46:28,CUST0130,Raj Mishra,West,Mumbai,Sneha Iyer,Snacks,Haldirams Bhujia 400g,SNK-005,37,130,15,No,Card,Online
ORD-20260622-0150,2026-06-22,20:32:42,CUST0053,Usha Mehta,South,Hyderabad,Arjun Mehta,Beverages,Tropicana Orange 1L,BEV-001,57,95,0,No,Cash,In-Store
ORD-20260622-0228,2026-06-22,15:07:48,CUST0098,Ajay Joshi,South,Kochi,Divya Nair,Personal Care,Head & Shoulders 340ml,PC-002,6,290,0,No,UPI,Distributor
ORD-20260622-0241,2026-06-22,18:41:15,CUST0191,Priya Iyer,South,Bangalore,Sneha Iyer,Personal Care,Head & Shoulders 340ml,PC-002,15,290,15,No,UPI,Distributor
ORD-20260622-0185,2026-06-22,17:51:51,CUST0195,Shweta Patel,South,Bangalore,Pooja Verma,Beverages,Maaza Mango 600ml,BEV-002,11,40,0,No,UPI,Online
ORD-20260622-0455,2026-06-22,10:36:46,CUST0229,Rekha Das,West,Surat,Sneha Iyer,Beverages,Tropicana Orange 1L,BEV-001,25,95,5,No,Credit,Distributor
ORD-20260622-0164,2026-06-22,09:51:21,CUST0173,Suresh Iyer,South,Hyderabad,Vikram Singh,Snacks,Kurkure Masala 90g,SNK-002,55,30,0,No,Card,In-Store
ORD-20260622-0230,2026-06-22,16:30:59,CUST0198,Meena Rao,North,Lucknow,Rohan Das,Snacks,Haldirams Bhujia 400g,SNK-005,21,130,0,No,Card,Online
ORD-20260622-0334,2026-06-22,14:34:33,CUST0103,Priya Das,North,Chandigarh,Rohan Das,Snacks,Hide & Seek Cookies 150g,SNK-003,36,55,0,No,Cash,Distributor
ORD-20260622-0025,2026-06-22,20:45:52,CUST0089,Geeta Rao,East,Patna,Vikram Singh,Dairy,Amul Ice Cream 750ml,DAI-006,11,195,0,No,UPI,Online
ORD-20260622-0197,2026-06-22,18:05:59,CUST0164,Neha Iyer,North,Lucknow,Priya Sharma,Snacks,Hide & Seek Cookies 150g,SNK-003,100,55,5,No,Card,Distributor
ORD-20260622-0338,2026-06-22,13:45:41,CUST0151,Pooja Das,East,Kolkata,Arjun Mehta,Personal Care,Dettol Hand Wash 250ml,PC-005,12,95,0,No,Card,In-Store
ORD-20260622-0465,2026-06-22,09:09:30,CUST0159,Ravi Patel,South,Kochi,Anjali Rao,Household,Vim Dishwash Gel 500ml,HH-002,15,90,0,No,UPI,Distributor
ORD-20260622-0506,2026-06-22,16:31:01,CUST0193,Neha Nair,South,Hyderabad,Arjun Mehta,Dairy,Britannia Cheese Slice,DAI-005,29,115,0,No,UPI,In-Store
ORD-20260622-0361,2026-06-22,09:26:35,CUST0042,Sunil Joshi,South,Chennai,Priya Sharma,Dairy,Nestle Munch Milkshake,DAI-004,46,30,0,No,Credit,Distributor
ORD-20260622-0493,2026-06-22,19:28:29,CUST0026,Sunil Gupta,South,Kochi,Priya Sharma,Beverages,Maaza Mango 600ml,BEV-002,24,40,5,No,Cash,In-Store
