order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel
ORD-20260624-0499,2026-06-24,16:51:53,CUST0238,Shweta Mishra,North,Lucknow,Nikhil Joshi,Dairy,Amul Ice Cream 750ml,DAI-006,33,195,0,No,Cash,In-Store
ORD-20260624-0018,2026-06-24,16:02:36,CUST0187,Ramesh Kumar,South,Bangalore,Priya Sharma,Beverages,Tropicana Orange 1L,BEV-001,7,95,5,No,Cash,In-Store
ORD-20260624-0134,2026-06-24,16:50:09,CUST0137,Kavya Nair,South,Bangalore,Nikhil Joshi,Household,Vim Dishwash Gel 500ml,HH-002,9,90,0,No,Cash,In-Store
ORD-20260624-0319,2026-06-24,16:32:33,CUST0143,Priya Singh,South,Hyderabad,Arjun Mehta,Snacks,Haldirams Bhujia 400g,SNK-005,81,130,15,No,Card,In-Store
ORD-20260624-0141,2026-06-24,10:26:31,CUST0008,Rahul Nair,West,Ahmedabad,Sneha Iyer,Dairy,Nestle Munch Milkshake,DAI-004,45,30,10,No,Credit,Distributor
ORD-20260624-0168,2026-06-24,20:42:48,CUST0010,Geeta Nair,South,Bangalore,Karan Patel,Beverages,Nescafe Classic 50g,BEV-005,13,210,15,No,UPI,In-Store
ORD-20260624-0119,2026-06-24,17:31:48,CUST0153,Shweta Das,West,Pune,Anjali Rao,Snacks,Maggi Noodles 70g,SNK-006,55,14,0,No,Cash,In-Store
ORD-20260624-0365,2026-06-24,12:55:06,CUST0070,Sunita Iyer,West,Pune,Pooja Verma,Dairy,Britannia Cheese Slice,DAI-005,12,115,15,No,Card,Online
ORD-20260624-0511,2026-06-24,17:52:53,CUST0286,Rahul Pillai,North,Chandigarh,Rohan Das,Beverages,Tropicana Orange 1L,BEV-001,6,95,0,No,UPI,In-Store
ORD-20260624-0360,2026-06-24,13:07:44,CUST0172,Usha Kumar,North,Lucknow,Nikhil Joshi,Personal Care,Head & Shoulders 340ml,PC-002,4,290,5,No,Card,Distributor
ORD-20260624-0063,2026-06-24,13:40:10,CUST0090,Suresh Pillai,West,Pune,Vikram Singh,Personal Care,Dove Soap 100g,PC-001,25,55,0,No,Cash,Distributor
ORD-20260624-0179,2026-06-24,17:46:23,CUST0108,Meena Shah,West,Pune,Divya Nair,Household,Scotch Brite Scrub Pad,HH-006,28,45,0,No,UPI,In-Store
ORD-20260624-0359,2026-06-24,19:32:40,CUST0063,Sanjay Mishra,South,Kochi,Sneha Iyer,Beverages,Bisleri Water 1L,BEV-004,13,20,0,No,Credit,Distributor
ORD-20260624-0510,2026-06-24,16:02:18,CUST0046,Sanjay Mehta,East,Kolkata,Divya Nair,Snacks,Lays Classic 90g,SNK-001,59,30,15,Yes,Cash,Distributor
ORD-20260624-0272,2026-06-24,14:22:10,CUST0064,Rekha Reddy,North,Chandigarh,Arjun Mehta,Snacks,Maggi Noodles 70g,SNK-006,30,14,15,No,Card,In-Store
ORD-20260624-0403,2026-06-24,19:13:49,CUST0170,Vikram Mehta,West,Mumbai,Anjali Rao,Snacks,Hide & Seek Cookies 150g,SNK-003,104,55,0,No,Credit,Distributor
ORD-20260624-0209,2026-06-24,12:24:07,CUST0159,Ravi Patel,East,Patna,Divya Nair,Personal Care,Dove Soap 100g,PC-001,14,55,0,No,Card,Online
ORD-20260624-0185,2026-06-24,13:28:35,CUST0086,Rahul Shah,South,Kochi,Anjali Rao,Household,Ariel Detergent 1kg,HH-001,41,220,5,No,Cash,Distributor
ORD-20260624-0447,2026-06-24,10:34:45,CUST0066,Geeta Sharma,West,Mumbai,Priya Sharma,Household,Lizol Floor Cleaner 1L,HH-003,20,175,15,No,Card,Distributor
ORD-20260624-0291,2026-06-24,13:01:10,CUST0252,Shweta Iyer,,Lucknow,Arjun Mehta,Beverages,Bisleri Water 1L,BEV-004,17,20,5,No,Credit,Distributor
ORD-20260624-0206,2026-06-24,14:31:38,CUST0206,Anita Joshi,South,Hyderabad,Pooja Verma,Beverages,Maaza Mango 600ml,BEV-002,31,40,10,No,UPI,Online
ORD-20260624-0355,2026-06-24,13:25:53,CUST0220,Rekha Pillai,North,Delhi,Karan Patel,Snacks,Lays Classic 90g,SNK-001,38,30,5,No,UPI,In-Store
ORD-20260624-0227,2026-06-24,09:13:46,CUST0127,Rahul Joshi,North,Chandigarh,Sneha Iyer,Personal Care,Gillette Mach3 Razor,PC-006,3,350,15,Yes,UPI,Online
ORD-20260624-0298,2026-06-24,15:50:15,CUST0069,Sunil Das,North,Delhi,Karan Patel,Dairy,Nestle Munch Milkshake,DAI-004,19,30,5,No,Card,Distributor
ORD-20260624-0034,2026-06-24,16:22:19,CUST0079,Deepa Sharma,South,Hyderabad,Divya Nair,Beverages,Red Bull 250ml,BEV-003,38,125,5,No,Cash,In-Store
ORD-20260624-0001,2026-06-24,15:51:52,CUST0297,Anita Joshi,South,Chennai,Arjun Mehta,Dairy,Amul Butter 500g,DAI-002,64,260,5,No,Card,Distributor
ORD-20260624-0054,2026-06-24,19:01:05,CUST0116,Priya Mishra,East,Bhubaneswar,Rohan Das,Beverages,Tropicana Orange 1L,BEV-001,22,95,0,No,Credit,Distributor
ORD-20260624-0287,2026-06-24,16:46:49,CUST0058,Rahul Verma,West,Surat,Anjali Rao,Dairy,Nestle Munch Milkshake,DAI-004,59,30,0,No,Card,Distributor
ORD-20260624-0425,2026-06-24,14:22:25,CUST0010,Geeta Nair,North,Jaipur,Sneha Iyer,Beverages,Bisleri Water 1L,BEV-004,19,20,5,No,Credit,Distributor
ORD-20260624-0239,2026-06-24,14:26:52,CUST0275,Manoj Shah,North,Jaipur,Arjun Mehta,Personal Care,Dettol Hand Wash 250ml,PC-005,11,95,0,No,UPI,In-Store
ORD-20260624-0062,2026-06-24,09:49:05,CUST0287,Pooja Das,West,Ahmedabad,Rohan Das,Snacks,Good Day Biscuits 200g,SNK-004,23,45,0,No,Card,In-Store
ORD-20260624-0416,2026-06-24,10:43:27,CUST0179,Rahul Pillai,Central,Nagpur,Vikram Singh,Beverages,Red Bull 250ml,BEV-003,9,125,0,No,UPI,In-Store
ORD-20260624-0240,2026-06-24,16:17:32,CUST0252,Shweta Iyer,Central,Nagpur,Arjun Mehta,Household,Scotch Brite Scrub Pad,HH-006,3,45,0,No,Card,Online
ORD-20260624-0281,2026-06-24,13:29:34,CUST0191,Priya Iyer,Central,Bhopal,Vikram Singh,Beverages,Tropicana Orange 1L,BEV-001,11,95,5,No,Card,Online
ORD-20260624-0046,2026-06-24,13:57:54,CUST0252,Shweta Iyer,West,Surat,Rohan Das,Personal Care,Gillette Mach3 Razor,PC-006,6,350,10,No,Card,In-Store
