order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel
ORD-20260626-0445,2026-06-26,17:02:01,CUST0254,Vikram Sharma,West,Surat,Pooja Verma,Household,Lizol Floor Cleaner 1L,HH-003,25,175,0,No,UPI,Distributor
ORD-20260626-0092,2026-06-26,14:30:57,CUST0166,Geeta Iyer,West,Ahmedabad,Karan Patel,Snacks,Hide & Seek Cookies 150g,SNK-003,84,55,0,No,Cash,Distributor
ORD-20260626-0362,2026-06-26,18:33:20,CUST0127,Rahul Joshi,Central,Indore,Karan Patel,Beverages,Maaza Mango 600ml,BEV-002,15,40,0,No,UPI,In-Store
ORD-20260626-0394,2026-06-26,18:27:23,CUST0121,Vikram Pillai,East,Bhubaneswar,Karan Patel,Household,Good Knight Refill,HH-005,18,75,15,No,Card,In-Store
ORD-20260626-0302,2026-06-26,19:51:16,CUST0226,Amit Nair,South,Chennai,Divya Nair,Household,Lizol Floor Cleaner 1L,HH-003,32,175,0,No,Credit,Distributor
ORD-20260626-0416,2026-06-26,17:48:45,CUST0252,Shweta Iyer,East,Patna,Priya Sharma,Household,Harpic Toilet Cleaner,HH-004,6,140,10,No,Card,Online
ORD-20260626-0517,2026-06-26,16:21:00,CUST0255,Priya Joshi,North,Jaipur,Vikram Singh,Dairy,Mother Dairy Curd 400g,DAI-003,16,50,0,No,Card,Online
ORD-20260626-0031,2026-06-26,18:14:25,CUST0169,Shweta Patel,West,Mumbai,Nikhil Joshi,Beverages,Maaza Mango 600ml,BEV-002,36,40,0,No,Cash,In-Store
ORD-20260626-0502,2026-06-26,18:03:05,CUST0115,Shweta Patel,East,Guwahati,Vikram Singh,Beverages,Nescafe Classic 50g,BEV-005,34,210,0,No,Cash,In-Store
ORD-20260626-0222,2026-06-26,20:21:45,CUST0167,Rekha Sharma,East,Bhubaneswar,Divya Nair,Dairy,Amul Butter 500g,DAI-002,10,260,0,No,UPI,In-Store
ORD-20260626-0586,2026-06-26,12:46:40,CUST0229,Rekha Das,South,Hyderabad,Sneha Iyer,Beverages,Nescafe Classic 50g,BEV-005,39,210,0,No,Card,In-Store
ORD-20260626-0011,2026-06-26,18:27:37,CUST0109,Pooja Nair,West,Ahmedabad,Karan Patel,Household,Vim Dishwash Gel 500ml,HH-002,8,90,15,No,UPI,Online
ORD-20260626-0269,2026-06-26,20:19:27,CUST0283,Meena Mishra,West,Pune,Sneha Iyer,Dairy,Amul Butter 500g,DAI-002,31,260,15,Yes,Card,Online
ORD-20260626-0288,2026-06-26,20:01:24,CUST0171,Sunita Patel,South,Kochi,Anjali Rao,Personal Care,Head & Shoulders 340ml,PC-002,9,290,0,No,Cash,In-Store
ORD-20260626-0104,2026-06-26,20:02:34,CUST0133,Sanjay Mehta,West,Surat,Pooja Verma,Snacks,Lays Classic 90g,SNK-001,63,30,10,No,Credit,In-Store
ORD-20260626-0323,2026-06-26,20:37:34,CUST0273,Ravi Mehta,North,Delhi,Anjali Rao,Household,Ariel Detergent 1kg,HH-001,10,220,0,No,Cash,In-Store
ORD-20260626-0176,2026-06-26,10:03:33,CUST0233,Shweta Pillai,West,Surat,Vikram Singh,Household,Ariel Detergent 1kg,HH-001,28,220,5,No,Credit,Distributor
ORD-20260626-0032,2026-06-26,17:22:23,CUST0299,Anita Sharma,East,Bhubaneswar,Nikhil Joshi,Dairy,Mother Dairy Curd 400g,DAI-003,33,50,15,No,UPI,In-Store
ORD-20260626-0199,2026-06-26,18:19:36,CUST0136,Vikram Nair,South,Hyderabad,Priya Sharma,Beverages,Bisleri Water 1L,BEV-004,25,20,5,No,Card,In-Store
ORD-20260626-0093,2026-06-26,15:26:54,CUST0237,Raj Pillai,West,Ahmedabad,Karan Patel,Personal Care,Dettol Hand Wash 250ml,PC-005,4,95,15,Yes,Cash,Online
ORD-20260626-0570,2026-06-26,14:03:22,CUST0259,Ramesh Mishra,Central,Indore,Priya Sharma,Household,Good Knight Refill,HH-005,6,75,10,No,Card,In-Store
ORD-20260626-0332,2026-06-26,19:10:52,CUST0061,Shweta Pillai,East,Guwahati,Pooja Verma,Household,Ariel Detergent 1kg,HH-001,8,220,5,No,UPI,In-Store
ORD-20260626-0172,2026-06-26,13:47:25,CUST0113,Pooja Reddy,South,Chennai,Nikhil Joshi,Household,Vim Dishwash Gel 500ml,HH-002,7,90,5,No,UPI,In-Store
ORD-20260626-0079,2026-06-26,19:02:42,CUST0105,Suresh Shah,North,Delhi,Vikram Singh,Beverages,Glucon-D 500g,BEV-006,12,165,0,No,Credit,Distributor
ORD-20260626-0282,2026-06-26,11:56:31,CUST0128,Deepa Pillai,Central,Bhopal,Priya Sharma,Dairy,Amul Butter 500g,DAI-002,30,260,5,No,UPI,In-Store
ORD-20260626-0142,2026-06-26,18:23:00,CUST0053,Usha Mehta,West,Surat,Divya Nair,Dairy,Nestle Munch Milkshake,DAI-004,35,30,0,Yes,UPI,In-Store
ORD-20260626-0567,2026-06-26,16:22:11,CUST0183,Deepa Reddy,East,Guwahati,Priya Sharma,Snacks,Lays Classic 90g,SNK-001,68,30,0,No,Credit,Distributor
ORD-20260626-0615,2026-06-26,13:44:31,CUST0136,Vikram Nair,South,Hyderabad,Nikhil Joshi,Snacks,Hide & Seek Cookies 150g,SNK-003,27,55,15,No,UPI,In-Store
ORD-20260626-0013,2026-06-26,20:28:35,CUST0121,Vikram Pillai,West,Ahmedabad,Pooja Verma,Dairy,Amul Ice Cream 750ml,DAI-006,19,195,15,No,UPI,In-Store
ORD-20260626-0447,2026-06-26,15:15:24,CUST0116,,South,Chennai,Pooja Verma,Personal Care,Head & Shoulders 340ml,PC-002,21,290,0,No,Cash,In-Store
ORD-20260626-0411,2026-06-26,15:55:00,CUST0014,Amit Rao,South,Kochi,Arjun Mehta,Dairy,Amul Butter 500g,DAI-002,38,260,0,No,UPI,In-Store
ORD-20260626-0001,2026-06-26,09:45:34,CUST0055,Ajay Mishra,North,Delhi,Priya Sharma,Household,Harpic Toilet Cleaner,HH-004,7,140,0,No,Cash,In-Store
ORD-20260626-0427,2026-06-26,18:45:04,CUST0271,Geeta Reddy,North,Jaipur,Priya Sharma,Household,Ariel Detergent 1kg,HH-001,26,220,0,No,Cash,Distributor
ORD-20260626-0053,2026-06-26,16:04:32,CUST0220,Rekha Pillai,East,Guwahati,Divya Nair,Personal Care,Dettol Hand Wash 250ml,PC-005,18,95,5,No,Credit,Distributor
ORD-20260626-0446,2026-06-26,17:00:16,CUST0191,Priya Iyer,East,Kolkata,Sneha Iyer,Personal Care,Dettol Hand Wash 250ml,PC-005,8,95,0,No,Credit,Distributor
ORD-20260626-0253,2026-06-26,18:28:27,CUST0268,Vikram Reddy,West,Surat,Anjali Rao,Beverages,Nescafe Classic 50g,BEV-005,13,210,10,No,Card,Online
ORD-20260626-0219,2026-06-26,19:20:13,CUST0132,Sanjay Sharma,West,Ahmedabad,Priya Sharma,Snacks,Kurkure Masala 90g,SNK-002,30,30,0,No,UPI,In-Store
ORD-20260626-0386,2026-06-26,11:05:36,CUST0103,Priya Das,South,Hyderabad,Rohan Das,Dairy,Amul Butter 500g,DAI-002,10,260,0,No,UPI,Online
ORD-20260626-0307,2026-06-26,14:40:10,CUST0156,Shweta Iyer,South,Kochi,Nikhil Joshi,Personal Care,Dettol Hand Wash 250ml,PC-005,20,95,0,No,UPI,In-Store
ORD-20260626-0390,2026-06-26,15:35:16,CUST0219,Priya Patel,East,Bhubaneswar,Divya Nair,Dairy,Mother Dairy Curd 400g,DAI-003,15,50,0,No,Card,In-Store
ORD-20260626-0109,2026-06-26,17:43:54,CUST0081,Anita Sharma,South,Chennai,Nikhil Joshi,Household,Ariel Detergent 1kg,HH-001,11,220,15,No,UPI,In-Store
ORD-20260626-0131,2026-06-26,19:57:55,CUST0250,Kavya Das,South,Bangalore,Vikram Singh,Beverages,Tropicana Orange 1L,BEV-001,33,95,5,No,Cash,In-Store
ORD-20260626-0263,2026-06-26,15:02:34,CUST0255,Priya Joshi,Central,Indore,Anjali Rao,Snacks,Lays Classic 90g,SNK-001,47,30,0,No,Credit,Distributor
ORD-20260626-0412,2026-06-26,12:35:05,CUST0107,Usha Shah,East,Kolkata,Karan Patel,Personal Care,Nivea Lotion 200ml,PC-004,17,220,0,No,Cash,In-Store
ORD-20260626-0520,2026-06-26,16:00:14,CUST0172,Usha Kumar,West,Pune,Vikram Singh,Snacks,Kurkure Masala 90g,SNK-002,19,30,10,No,UPI,Online
ORD-20260626-0264,2026-06-26,12:09:16,CUST0153,Shweta Das,West,Pune,Priya Sharma,Beverages,Nescafe Classic 50g,BEV-005,13,210,10,No,Card,Distributor
ORD-20260626-0111,2026-06-26,20:25:43,CUST0108,Meena Shah,North,Lucknow,Rohan Das,Snacks,Lays Classic 90g,SNK-001,16,30,0,No,Cash,In-Store
ORD-20260626-0414,2026-06-26,13:39:56,CUST0193,Neha Nair,East,Patna,Karan Patel,Beverages,Maaza Mango 600ml,BEV-002,21,40,10,No,Cash,In-Store
ORD-20260626-0596,2026-06-26,19:44:27,CUST0180,Suresh Verma,North,Jaipur,Divya Nair,Snacks,Kurkure Masala 90g,SNK-002,57,30,0,No,Credit,Distributor
ORD-20260626-0189,2026-06-26,19:51:55,CUST0145,Rekha Singh,Central,Nagpur,Sneha Iyer,Personal Care,Dettol Hand Wash 250ml,PC-005,13,95,0,No,Card,In-Store
ORD-20260626-0030,2026-06-26,15:03:11,CUST0211,Sanjay Das,East,Kolkata,Sneha Iyer,Beverages,Bisleri Water 1L,BEV-004,31,20,0,No,UPI,In-Store
ORD-20260626-0403,2026-06-26,19:22:51,CUST0112,Neha Pillai,South,Bangalore,Divya Nair,Snacks,Haldirams Bhujia 400g,SNK-005,82,130,0,No,Card,Distributor
ORD-20260626-0021,2026-06-26,11:23:05,CUST0124,Rahul Reddy,West,Surat,Sneha Iyer,Dairy,Britannia Cheese Slice,DAI-005,40,115,15,No,Cash,In-Store
ORD-20260626-0486,2026-06-26,20:04:08,CUST0216,Amit Patel,South,Bangalore,Priya Sharma,Dairy,Britannia Cheese Slice,DAI-005,26,115,15,No,UPI,Distributor
ORD-20260626-0625,2026-06-26,14:24:59,CUST0017,Vikram Nair,North,Delhi,Pooja Verma,Household,Lizol Floor Cleaner 1L,HH-003,7,175,0,No,UPI,Online
ORD-20260626-0629,2026-06-26,15:07:05,CUST0002,Amit Mehta,North,Lucknow,Arjun Mehta,Beverages,Bisleri Water 1L,BEV-004,11,20,5,Yes,Cash,In-Store
ORD-20260626-0266,2026-06-26,17:00:47,CUST0209,Meena Joshi,West,Pune,Karan Patel,Snacks,Good Day Biscuits 200g,SNK-004,40,45,0,No,Card,In-Store
ORD-20260626-0610,2026-06-26,20:39:28,CUST0097,Arun Sharma,South,Chennai,Pooja Verma,Dairy,Britannia Cheese Slice,DAI-005,19,115,0,No,Cash,In-Store
ORD-20260626-0424,2026-06-26,16:34:56,CUST0294,Neha Iyer,East,Guwahati,Nikhil Joshi,Beverages,Red Bull 250ml,BEV-003,13,125,0,No,Credit,In-Store
ORD-20260626-0541,2026-06-26,20:50:08,CUST0122,Deepa Mehta,North,Delhi,Anjali Rao,Beverages,Bisleri Water 1L,BEV-004,11,20,10,No,Cash,In-Store
ORD-20260626-0019,2026-06-26,19:17:08,CUST0265,Ramesh Reddy,East,Kolkata,Pooja Verma,Personal Care,Nivea Lotion 200ml,PC-004,14,220,15,Yes,UPI,In-Store
ORD-20260626-0573,2026-06-26,17:13:35,CUST0217,Suresh Rao,South,Chennai,Rohan Das,Snacks,Maggi Noodles 70g,SNK-006,17,14,0,No,Cash,Distributor
ORD-20260626-0421,2026-06-26,20:52:10,CUST0185,Geeta Sharma,Central,Nagpur,Vikram Singh,Beverages,Tropicana Orange 1L,BEV-001,37,95,5,No,Card,Distributor
ORD-20260626-0195,2026-06-26,10:45:19,CUST0054,Usha Pillai,South,Bangalore,Arjun Mehta,Dairy,Amul Full Cream Milk 1L,DAI-001,21,68,0,No,UPI,Online
ORD-20260626-0295,2026-06-26,10:21:09,CUST0150,Rekha Singh,West,Pune,Pooja Verma,Beverages,Nescafe Classic 50g,BEV-005,9,210,0,No,Card,Online
ORD-20260626-0553,2026-06-26,18:41:54,CUST0272,Deepa Shah,South,Hyderabad,Vikram Singh,Dairy,Britannia Cheese Slice,DAI-005,29,115,15,No,UPI,In-Store
ORD-20260626-0324,2026-06-26,14:56:12,CUST0291,Sanjay Sharma,West,Surat,Anjali Rao,Beverages,Red Bull 250ml,BEV-003,4,125,5,No,UPI,Online
ORD-20260626-0057,2026-06-26,20:16:06,CUST0049,Raj Shah,North,Lucknow,Nikhil Joshi,Snacks,Lays Classic 90g,SNK-001,49,30,5,Yes,Cash,In-Store
ORD-20260626-0627,2026-06-26,19:03:56,CUST0084,Priya Joshi,East,Patna,Nikhil Joshi,Household,Good Knight Refill,HH-005,7,75,5,No,UPI,In-Store
ORD-20260626-0304,2026-06-26,18:07:03,CUST0012,Meena Reddy,East,Bhubaneswar,Rohan Das,Personal Care,Head & Shoulders 340ml,PC-002,5,290,5,No,UPI,In-Store
ORD-20260626-0384,2026-06-26,18:56:11,CUST0171,Sunita Patel,,Chennai,Nikhil Joshi,Household,Lizol Floor Cleaner 1L,HH-003,16,175,0,No,Cash,In-Store
ORD-20260626-0378,2026-06-26,19:46:06,CUST0158,Rahul Sharma,North,Jaipur,Karan Patel,Snacks,Good Day Biscuits 200g,SNK-004,49,45,5,No,Cash,In-Store
ORD-20260626-0389,2026-06-26,16:35:10,CUST0105,Suresh Shah,Central,Indore,Karan Patel,Snacks,Haldirams Bhujia 400g,SNK-005,14,130,15,No,Cash,In-Store
ORD-20260626-0521,2026-06-26,10:46:31,CUST0155,Sanjay Kumar,West,Ahmedabad,Vikram Singh,Household,Lizol Floor Cleaner 1L,HH-003,17,175,5,No,Card,In-Store
ORD-20260626-0226,2026-06-26,12:09:18,CUST0043,Shweta Das,East,Kolkata,Nikhil Joshi,Beverages,Bisleri Water 1L,BEV-004,11,20,0,No,UPI,In-Store
ORD-20260626-0488,2026-06-26,12:19:34,CUST0225,Ramesh Pillai,East,Bhubaneswar,Divya Nair,Dairy,Nestle Munch Milkshake,DAI-004,9,30,0,No,Credit,Distributor
ORD-20260626-0420,2026-06-26,14:35:31,CUST0226,Amit Nair,West,Pune,Anjali Rao,Household,Ariel Detergent 1kg,HH-001,31,220,0,No,Card,In-Store
ORD-20260626-0306,2026-06-26,16:19:30,CUST0240,Rekha Iyer,West,Pune,Karan Patel,Beverages,Bisleri Water 1L,BEV-004,19,20,10,No,Card,In-Store
